city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Kyiv,Інтерфакс-Україна,Акція на підтримку Федорова у Києві,https://interfax.com.ua/news/general/1185431.html,"16.07, 12:01 (мод. 12:41)",«захід зібрав близько двох тисяч учасників. Це переважно молодь… Половина учасників – жінки»,1000–4999,took place,own correspondent,власний кореспондент,13:00
Kyiv,Kyiv Post,Protest in Kyiv over Fedorov dismissal,https://www.kyivpost.com/post/80372,"16.07, 10:42",«Several thousand people assembled in the square outside the theater»,1000–4999,took place,own correspondent,власний кореспондент,13:00
Kyiv,AFP (через Arab News),Ukrainians protest defence minister's removal,https://www.arabnews.com/node/2651116/world,"16.07, ~10:53",«AFP reporters in Kyiv saw more than a thousand people gathered on a central square»,1000–4999,took place,own correspondent,власні репортери AFP,13:00
Kyiv,Rubryka (через Gazeta.ua),"""Вово, що ти робиш?"": у Києві та інших містах України мітинги проти звільнення Федорова",https://gazeta.ua/articles/life/_vovo-scho-ti-robish-u-kiyevi-ta-inshih-mistah-ukrayini-mitingi-proti-zvilnennya-fedorova/1254708,16.07,«у столиці нарахували про 1400 учасників»,1000–4999,took place,own correspondent,підрахунок Rubryka,13:00
Kyiv,LB.ua,У Києві на площі Франка зібрався мітинг проти звільнення Федорова з посади міністра оборони,https://lb.ua/society/2026/07/16/752264_kiievi_ploschi_franka_zibravsya.html,"16.07, 09:14 (мод. 11:27)","«Початок акції був запланований на 9:01, за попередньою оцінкою, прийшла понад тисяча людей»",1000–4999,took place,own correspondent,власна кореспондентка LB (Ірина Лисогор),13:00
Kyiv,Українська правда,У Києві та низці інших міст вимагають лишити Федорова міністром оборони,https://www.pravda.com.ua/news/2026/07/16/8044330/,"16.07, 09:27",«щонайменше кілька сотень людей»,100–999,took place,own correspondent,власні кор. «УП» з місця події,13:00
Kyiv,Суспільне (нац.),«Не звільняйте Федорова»: у Києві та регіонах збираються мирні акції,https://suspilne.media/1356356-u-kievi-zbirautsa-na-kartonkovij-protest-na-pidtrimku-fedorova/,"16.07, 09:14 (онов. 11:41)","«На місці вже перебувають сотні людей, більшість із них — молодь»",100–999,took place,own correspondent,кор. з місця події,13:00
Kyiv,ТСН,"«Совок — на пенсію»: відставка Федорова викликала протести по всій Україні, вийшли тисячі людей — онлайн",https://tsn.ua/ukrayina/syrskomu-ye-zamina-u-kyyevi-i-lvovi-spalakhnuly-protesty-proty-zvilnennia-fedorova-onlayn-foto-video-3128690.html,"16.07, 09:31",«на мітинг зібралися сотні людей»  заголовок каже «тисячі» — у тілі цього немає,100–999,took place,own correspondent,кореспондент ТСН,13:00
Kyiv,РБК-Україна,Під театром Франка у Києві мітинг через відставку Федорова: що відбувається,https://www.rbc.ua/rus/news/pid-teatrom-franka-kievi-miting-cherez-vidstavku-1784182983.html,"16.07, 09:23 (мод. 11:11)","«за словами журналістів, зібралось кілька сотень людей»",100–999,took place,relay,ретрансляція Суспільного,13:00
Kyiv,ZAXID.NET,Українці вийшли на мітинги проти відставки Михайла Федорова,https://zaxid.net/ukrayintsi_viyshli_na_mitingi_proti_vidstavki_mihayla_fedorova_z_posadi_ministra_oboroni_n1641668,"16.07, 10:12",«на площі Івана Франка на акцію підтримки вийшли сотні людей»,100–999,took place,not stated,не вказано,13:00
Kyiv,Детектор медіа,У Києві та інших містах розпочались акції протесту… (ФОТО),https://detector.media/infospace/article/251237/2026-07-16-u-kyievi-ta-inshykh-mistakh-rozpochalys-aktsii-protestu-proty-zvilnennya-mykhayla-fedorova-z-posady-ministra-oborony-foto/,"16.07, 09:40","«кілька сотень людей, більшість із них — молодь»",100–999,took place,relay,ретрансляція Суспільного,13:00
Kyiv,AP (через US News),Ukrainians protest Zelenskyy's ouster of defence minister,https://www.usnews.com/news/business/articles/2026-07-16/protesters-rally-in-kyiv-as-zelenskyy-moves-to-oust-ukraines-defense-minister,"16.07, 11:23",«drawing thousands into the streets Thursday across Ukraine»,unknown,took place,own correspondent,AP — національна оцінка (не київська цифра),13:00
Kyiv,NV (лайв-блог),Звільнення Михайла Федорова… «картонкові протести» — онлайн,https://nv.ua/ukr/ukraine/politics/vidstavka-mihayla-fedorova-prizvela-do-kritiki-i-zaklikiv-do-kartonkovih-protestiv-novini-ukrajini-50624683.html,"16.07, лайв 09:14→12:47",цифри немає: «Протестувальники в Києві вщент заповнили площу і сквер біля театру ім. Франка» (11:01),unknown,took place,own correspondent,"Суспільне, нардеп Железняк, кор. NV Т. Безрук, Reuters (фото)",13:00
Kyiv,Главком,Картонковий майдан повертається?,https://glavcom.ua/country/incidents/kartonkovij-majdan-povertajetsja-fanati-fedorova-zbirajutsja-u-riznikh-mistakh-ukrajini-foto-1131411.html,"16.07, 09:34",невідомо,unknown,took place,not stated,не вказано,13:00
Kyiv,24 Канал,У Києві та багатьох містах відбуваються мітинги проти відставки Федорова,https://24tv.ua/kiyevi-bagatoh-mistah-pochalisya-mitingi-proti-vidstavki-fedorova_n3106551,"16.07, 10:35 (онов. 11:38)",невідомо,unknown,took place,not stated,не вказано,13:00
Kharkiv,Суспільне Харків,«Головна причина – відставка Федорова»: у Харкові проходить акція протесту,https://suspilne.media/kharkiv/1356358-golovna-pricina-vidstavka-fedorova-u-harkovi-prohodit-akcia-protestu-proti-zvilnenna-ministra-oboroni/,"16.07, 10:27 (онов. 12:10)","«Участь в акції прийняли близько 200 людей, повідомила Суспільному речниця поліції Харківщини Людмила Прокопенко»",100–999,took place,police,оцінка поліції ← найнадійніше,13:00
Kharkiv,MediaPort,«У ретроградний Меркурій міністрів не міняють»: у Харкові стартувала акція на підтримку Федорова,https://mediaport.ua/u-retrohradnyy-merkuriy-ministriv-ne-miniaiut-u-kharkovi-startuvala-aktsiia-na-pidtrymku-fedorova/,"16.07, 10:12 (онов. 11:08)","«За оцінками кореспондента, спочатку людей було близько 100, але за пів години їх побільшало орієнтовно до 300»",100–999,took place,own correspondent,власний кореспондент,13:00
Kharkiv,Суспільне (нац.),(зведення),https://suspilne.media/1356356-u-kievi-zbirautsa-na-kartonkovij-protest-na-pidtrimku-fedorova/,"16.07, онов. 11:41",«Щонайменше 300 людей зібралися на площі Свободи»  застаріла — регіоналка дає 200 (поліція),100–999,took place,relay,застаріле дзеркало регіоналки,13:00
Kharkiv,2day.kh.ua (Kharkiv Today),"""Федоров back"". Харків'яни вийшли на мітинг на підтримку ексміністра оборони",https://2day.kh.ua/ua/kharkow/fedorov-back-kharkivyany-vyyshly-na-mitynh-na-pidtrymku-eksministra-oborony,"16.07, 09:24 (онов. 09:49)","«У саду Шевченка збираються десятки людей, переважно молодь» + «Люди продовжують підходити»  ранній зріз",<100,took place,own correspondent,власне видання,13:00
Kharkiv,2day.kh.ua,"Харків'яни готові стояти на ""Федоров back"" до голосування у ВР",https://2day.kh.ua/ua/kharkow/kharkivyany-hotovi-stoyaty-na-fedorov-back-do-holosuvannya-u-vr,"16.07, 11:27 (онов. 12:02)","«З дев'ятої години ранку люди мітингують біля станції метро ""Університет""»",unknown,took place,own correspondent,власне видання,13:00
Kharkiv,Накипіло,У Харкові розпочався мітинг проти відставки Михайла Федорова,https://nakypilo.ua/novyny/u-kharkovi-rozpochavsia-mitynh-proty-vidstavky-mykhaila-fedorova/,"16.07, 09:40 / 11:20",невідомо,unknown,took place,own correspondent,власний фотограф,13:00
Kharkiv,057.ua,«Поверніть Федорова»: харків'яни вийшли на акцію підтримки міністра оборони,https://www.057.ua/news/4130778/povernit-fedorova-harkivani-vijsli-na-akciu-pidtrimki-ministra-oboroni,"16.07, 10:07",невідомо,unknown,took place,own correspondent,власне видання,13:00
Kharkiv,ZAXID.NET,(зведення),https://zaxid.net/ukrayintsi_viyshli_na_mitingi_proti_vidstavki_mihayla_fedorova_z_posadi_ministra_oboroni_n1641668,"16.07, 10:12","«У саду Шевченка на акцію зібралися десятки людей, переважно молодь»",<100,took place,relay,ретрансляція Kharkiv Today,13:00
Kharkiv,NV,«Найефективніший міністр оборони»…,https://nv.ua/ukr/ukraine/events/protesti-u-lvovi-odesi-harkovi-proti-vidstavki-fedorova-novini-ukrajini-16-lipnya-50624720.html,"16.07, 10:02",«У Харкові люди зібралися у саду Шевченка»,unknown,took place,relay,ретрансляція Kharkiv Today,13:00
Kharkiv,Censor.NET,"Кропивницький, Вінниця, Миколаїв, Одеса, Харків: українці вийшли на мітинги за Федорова",https://censor.net/ua/photonews/4013779/u-mistah-ukrayiny-prohodyat-aktsiyi-na-pidtrymku-fedorova,"16.07, 10:28",невідомо,unknown,took place,relay,ретрансляція з Telegram (Kharkiv Today),13:00
Dnipro,Суспільне Дніпро,Акція протесту в Дніпрі,https://suspilne.media/dnipro/1356304-vidstavka-fedorova-u-dnipri-mitinguut-proti-zmini-ministra-oboroni/,"16.07, 09:09 (онов. 12:23)","«На протест зібралися близько 300 людей, їхня кількість збільшується» ← найсвіжіша",100–999,took place,own correspondent,власний кор.,13:00
Dnipro,NV (лайв),(лайв-блог),https://nv.ua/ukr/ukraine/politics/vidstavka-mihayla-fedorova-prizvela-do-kritiki-i-zaklikiv-do-kartonkovih-protestiv-novini-ukrajini-50624683.html,"16.07, 10:53",«У Дніпрі на акцію протесту вийшли кількасот людей»,100–999,took place,relay,Суспільне,13:00
Dnipro,ZAXID.NET,(зведення),https://zaxid.net/ukrayintsi_viyshli_na_mitingi_proti_vidstavki_mihayla_fedorova_z_posadi_ministra_oboroni_n1641668,"16.07, 10:12",«на мітинг зібралися близько сотні людей та кількість учасників зростає»,100–999,took place,relay,фото Суспільного,13:00
